ip,app,device,os,channel,click_time,attributed_time,is_attributed
73516,2,1,13,377,2017-11-06 17:33:05,,0
86452,9,1,18,134,2017-11-06 17:14:40,,0
60425,3,1,13,371,2017-11-07 01:47:11,,0
73487,14,1,35,401,2017-11-06 19:15:24,,0
135996,14,1,19,349,2017-11-06 23:23:43,,0
18168,12,1,18,409,2017-11-06 23:44:29,,0
143221,9,1,10,258,2017-11-07 03:37:36,,0
12284,3,1,37,379,2017-11-06 18:55:53,,0
93016,11,1,8,481,2017-11-07 01:33:46,,0
187531,2,1,19,219,2017-11-07 03:56:58,,0
38783,10,1,18,113,2017-11-06 17:29:02,,0
53929,12,1,25,265,2017-11-09 14:02:16,,0
58813,3,1,19,280,2017-11-07 00:21:13,,0
79881,12,1,3,245,2017-11-06 23:19:28,,0
118284,3,1,27,402,2017-11-06 16:34:33,,0
41399,18,1,77,107,2017-11-06 22:20:49,,0
101214,12,1,6,265,2017-11-09 13:08:05,,0
78708,12,1,13,277,2017-11-07 00:47:57,,0
25588,2,2,13,205,2017-11-07 03:14:43,,0
105363,18,2,37,107,2017-11-09 14:02:46,,0
5036,12,1,19,178,2017-11-07 01:53:20,,0
81550,2,1,53,435,2017-11-09 14:07:27,,0
63949,3,1,13,280,2017-11-07 03:24:01,,0
167618,14,1,22,463,2017-11-07 00:39:03,,0
1261,2,1,19,435,2017-11-07 01:39:25,,0
104729,3,1,19,280,2017-11-06 16:53:28,,0
110844,18,1,13,121,2017-11-06 17:00:29,,0
43086,3,1,13,489,2017-11-06 23:05:11,,0
61326,9,1,13,134,2017-11-07 02:15:38,,0
187282,15,1,17,265,2017-11-06 19:06:33,,0
72967,12,1,1,178,2017-11-09 14:02:11,,0
2578,2,1,19,477,2017-11-07 03:38:20,,0
93291,2,1,30,205,2017-11-09 14:32:58,,0
96178,15,1,19,245,2017-11-06 23:00:43,,0
44673,12,2,13,178,2017-11-09 13:37:21,,0
123739,15,1,23,245,2017-11-07 00:05:10,,0
48395,9,1,28,215,2017-11-07 01:00:41,,0
63170,9,1,13,466,2017-11-09 13:55:19,,0
93021,24,1,13,105,2017-11-07 00:42:17,,0
114138,14,1,19,379,2017-11-07 03:35:04,,0
122243,3,1,22,173,2017-11-07 00:26:39,,0
168204,6,1,19,125,2017-11-06 21:17:11,,0
174826,18,1,4,107,2017-11-07 00:56:32,,0
167442,2,1,19,435,2017-11-06 23:26:09,,0
103510,18,1,16,107,2017-11-09 14:56:50,,0
90830,9,1,19,334,2017-11-06 23:13:44,,0
20634,9,1,17,445,2017-11-07 01:51:57,,0
100088,12,1,25,259,2017-11-09 14:35:19,,0
97883,3,1,17,280,2017-11-06 16:01:12,,0
78818,1,2,19,134,2017-11-07 01:38:09,,0
93620,15,1,6,245,2017-11-06 16:33:50,,0
86479,8,1,20,145,2017-11-06 23:32:00,,0
39089,2,1,19,469,2017-11-07 00:12:15,,0
333479,3,1,19,379,2017-11-09 14:09:54,,0
44615,26,1,35,121,2017-11-09 14:28:09,,0
131406,12,1,6,245,2017-11-06 16:49:50,,0
40924,23,1,19,153,2017-11-09 14:49:47,,0
112553,2,1,19,435,2017-11-07 03:49:43,,0
83880,2,1,32,364,2017-11-06 17:55:30,,0
51646,18,1,17,107,2017-11-09 14:30:51,,0
158006,9,2,13,134,2017-11-07 00:50:06,,0
13531,15,1,19,245,2017-11-07 00:31:57,,0
81935,26,1,16,477,2017-11-09 13:21:25,,0
103036,8,2,13,145,2017-11-09 13:56:49,,0
155683,15,1,19,3,2017-11-06 22:17:10,,0
8590,12,1,15,140,2017-11-06 20:39:07,,0
140009,17,1,46,128,2017-11-09 14:13:32,,0
22283,5,1,17,377,2017-11-07 00:59:25,,0
209663,2,2,40,205,2017-11-06 19:21:44,,0
11147,2,1,17,477,2017-11-06 17:02:41,,0
94124,9,1,13,215,2017-11-07 00:02:25,,0
101268,12,1,13,265,2017-11-06 16:09:24,,0
53357,1,1,18,115,2017-11-06 23:14:16,,0
97421,28,1,22,135,2017-11-06 20:55:05,,0
124985,12,1,26,140,2017-11-09 13:20:31,,0
66845,12,1,13,135,2017-11-06 16:15:18,,0
107246,24,1,13,105,2017-11-09 14:22:37,,0
50915,14,1,22,123,2017-11-06 20:17:41,,0
76080,2,1,13,219,2017-11-09 14:17:43,,0
105125,12,1,18,259,2017-11-06 16:27:01,,0
23848,21,1,19,128,2017-11-07 00:23:08,,0
87879,1,1,13,452,2017-11-09 13:09:32,,0
66356,9,1,10,134,2017-11-07 00:40:30,,0
59262,26,1,19,266,2017-11-09 13:23:22,,0
104656,9,1,13,466,2017-11-07 00:57:12,,0
211464,9,1,13,334,2017-11-06 17:20:49,,0
3488,3,1,3,480,2017-11-09 14:52:36,,0
158793,2,1,32,477,2017-11-09 14:30:38,,0
95692,15,1,13,245,2017-11-07 03:28:35,,0
177680,12,1,19,409,2017-11-07 03:33:04,,0
279,8,1,16,140,2017-11-06 17:30:35,,0
42849,14,1,13,379,2017-11-07 02:00:06,,0
96898,14,1,10,134,2017-11-06 23:24:12,,0
43793,21,1,19,128,2017-11-06 22:33:03,,0
91584,2,2,3,122,2017-11-06 22:14:08,,0
59032,15,1,19,430,2017-11-07 01:05:24,,0
17741,28,1,35,135,2017-11-07 03:20:11,,0
153544,14,1,13,379,2017-11-06 23:33:53,,0
185670,15,1,16,315,2017-11-06 18:15:32,,0
48170,15,1,8,111,2017-11-09 13:07:07,,0
73487,3,1,607,137,2017-11-06 17:41:48,,0
66506,14,1,18,463,2017-11-09 13:22:49,,0
127379,15,1,19,386,2017-11-07 00:33:00,,0
27849,9,1,35,448,2017-11-09 14:17:33,,0
29497,1,1,19,134,2017-11-06 16:59:49,,0
186313,12,1,3,178,2017-11-06 16:32:46,,0
105447,18,1,9,107,2017-11-06 16:52:05,,0
130484,3,1,10,452,2017-11-06 23:03:41,,0
8804,17,1,42,280,2017-11-07 03:32:04,,0
93587,12,1,18,178,2017-11-06 17:44:45,,0
209663,2,2,47,205,2017-11-07 01:53:33,,0
40077,3,1,19,115,2017-11-07 03:57:59,,0
42103,12,1,15,497,2017-11-06 21:24:27,,0
181020,2,1,19,212,2017-11-09 14:54:07,,0
119262,3,1,19,19,2017-11-07 00:50:52,,0
14947,8,1,13,145,2017-11-06 16:55:39,,0
74957,2,1,13,243,2017-11-06 16:58:04,,0
127445,2,1,17,258,2017-11-07 01:47:16,,0
64197,22,1,19,496,2017-11-07 02:22:11,,0
125954,12,1,46,245,2017-11-07 00:18:28,,0
108535,15,1,36,130,2017-11-07 01:37:18,,0
40678,3,1,25,280,2017-11-07 00:46:45,,0
70103,3,1,22,280,2017-11-07 02:11:06,,0
4602,13,1,41,477,2017-11-06 20:23:16,,0
181747,24,2,41,105,2017-11-07 03:52:14,,0
58669,3,1,13,409,2017-11-06 23:06:12,,0
133522,3,1,9,130,2017-11-07 02:23:00,,0
88192,2,1,19,435,2017-11-09 14:08:10,,0
44595,6,1,14,459,2017-11-09 13:59:50,,0
179333,12,1,8,219,2017-11-07 01:18:02,,0
84896,9,1,13,445,2017-11-09 14:03:47,,0
72339,26,1,20,121,2017-11-07 03:48:37,,0
164259,9,1,47,107,2017-11-09 14:49:51,,0
199931,3,1,19,205,2017-11-09 13:49:54,,0
55645,18,1,19,107,2017-11-07 00:21:46,,0
50510,6,1,19,459,2017-11-06 22:59:24,,0
115717,9,1,6,215,2017-11-09 13:19:16,,0
1655,12,1,19,326,2017-11-06 17:11:29,,0
105475,18,1,19,121,2017-11-06 16:15:27,,0
37919,15,2,9,140,2017-11-06 23:57:33,,0
17149,9,1,10,127,2017-11-09 14:38:54,,0
82615,11,1,19,173,2017-11-07 00:58:45,,0
36801,12,1,8,328,2017-11-06 22:39:57,,0
3730,20,1,19,259,2017-11-06 18:28:12,,0
90341,14,1,17,349,2017-11-07 03:15:11,,0
71488,21,1,19,128,2017-11-06 22:55:43,,0
58561,28,1,19,135,2017-11-06 16:28:11,,0
63812,9,1,1,215,2017-11-09 13:26:34,,0
69098,20,1,19,410,2017-11-06 23:06:50,,0
78673,12,1,25,178,2017-11-06 17:15:07,,0
71808,1,1,13,24,2017-11-09 13:00:45,,0
178261,2,1,22,237,2017-11-07 01:34:28,,0
46924,9,1,18,334,2017-11-06 23:45:02,,0
50058,15,1,13,245,2017-11-07 03:22:51,,0
5296,18,1,1,376,2017-11-07 01:40:14,,0
43166,12,1,1,245,2017-11-06 16:13:21,,0
178873,18,1,6,121,2017-11-06 16:41:12,,0
59150,1,1,20,150,2017-11-06 23:07:07,,0
30835,3,1,10,442,2017-11-06 22:18:59,,0
81683,64,1,17,459,2017-11-06 16:02:42,,0
48240,14,1,47,118,2017-11-09 13:38:36,,0
35955,2,1,19,122,2017-11-06 23:06:36,,0
207241,3,1,15,130,2017-11-07 01:32:41,,0
55040,3,1,9,280,2017-11-07 00:03:53,,0
27607,12,1,35,265,2017-11-09 14:20:54,,0
56293,13,1,6,477,2017-11-06 19:51:37,,0
65916,2,1,20,219,2017-11-06 17:58:09,,0
25321,9,1,19,445,2017-11-07 01:57:17,,0
44555,3,2,9,153,2017-11-07 03:47:32,,0
5348,15,1,25,153,2017-11-06 16:03:22,,0
122432,12,1,17,265,2017-11-09 13:25:00,,0
60424,19,3033,24,213,2017-11-07 02:15:46,,0
194040,18,1,19,121,2017-11-06 22:32:15,,0
27986,14,1,19,123,2017-11-07 00:24:39,,0
99194,18,1,16,439,2017-11-09 13:45:55,,0
52094,18,1,12,107,2017-11-09 13:58:52,,0
212743,3,1,18,452,2017-11-06 23:40:56,,0
70683,3,1,19,409,2017-11-06 22:18:01,,0
73487,12,2,3,259,2017-11-07 03:52:59,,0
102025,9,1,10,107,2017-11-09 13:47:58,,0
37801,9,1,10,127,2017-11-09 14:15:25,,0
192744,64,1,1,459,2017-11-07 03:40:21,,0
44555,12,2,25,326,2017-11-06 16:19:55,,0
99494,15,1,22,111,2017-11-07 02:18:55,,0
131682,24,2,37,105,2017-11-06 22:50:22,,0
66985,3,1,19,480,2017-11-06 22:35:36,,0
42306,15,1,8,265,2017-11-09 13:56:41,,0
110553,2,1,19,219,2017-11-09 14:47:01,,0
57802,20,1,19,259,2017-11-07 03:49:18,,0
84896,18,1,19,107,2017-11-06 16:25:45,,0
111924,12,1,17,205,2017-11-07 01:31:28,,0
30173,13,1,17,477,2017-11-09 14:35:52,,0
35557,25,1,17,259,2017-11-06 17:36:21,,0
155278,2,1,18,477,2017-11-06 17:32:01,,0
52609,11,1,18,481,2017-11-07 00:02:39,,0
88743,18,1,43,107,2017-11-07 01:43:14,,0
112165,12,1,8,178,2017-11-06 16:56:49,,0
44034,8,1,41,145,2017-11-06 16:09:55,,0
81922,9,1,14,134,2017-11-07 00:35:45,,0
94336,12,1,13,178,2017-11-07 03:36:52,,0
99311,2,1,9,212,2017-11-07 03:57:39,,0
14867,15,1,13,315,2017-11-07 00:28:12,,0
166768,3,1,13,480,2017-11-06 23:27:23,,0
153852,13,1,8,477,2017-11-06 17:24:23,,0
88284,3,1,10,442,2017-11-07 01:18:51,,0
82781,9,1,19,107,2017-11-09 13:50:03,,0
4831,23,1,31,30,2017-11-09 13:47:45,,0
135320,18,1,13,107,2017-11-09 14:46:53,,0
29042,10,1,17,377,2017-11-07 00:50:54,,0
14839,14,1,10,134,2017-11-09 14:41:37,,0
85329,64,1,13,459,2017-11-07 03:40:09,,0
118294,28,1,32,135,2017-11-09 14:13:02,,0
103358,12,1,17,409,2017-11-07 03:57:19,,0
52798,26,1,22,121,2017-11-07 02:09:29,,0
108057,3,1,19,280,2017-11-07 03:32:36,,0
73814,15,1,13,278,2017-11-07 01:36:10,,0
58524,2,1,19,243,2017-11-06 23:52:13,,0
64760,9,1,19,215,2017-11-06 16:23:33,,0
37025,22,1,13,116,2017-11-06 23:58:34,,0
18198,12,1,17,259,2017-11-07 02:20:43,,0
106267,2,1,18,377,2017-11-06 19:09:54,,0
202214,12,1,47,259,2017-11-06 18:53:14,,0
121449,2,1,22,435,2017-11-09 14:23:24,,0
43224,12,1,14,259,2017-11-07 00:43:45,,0
45243,27,1,19,153,2017-11-07 01:17:07,,0
147065,15,1,35,412,2017-11-06 17:53:40,,0
44744,3,1,8,280,2017-11-07 00:03:16,,0
107727,3,1,12,280,2017-11-09 13:12:28,,0
53454,11,1,13,173,2017-11-07 03:39:30,,0
1268,12,1,47,245,2017-11-06 21:50:08,,0
58660,18,1,8,107,2017-11-07 00:57:15,,0
113085,9,1,19,134,2017-11-06 23:41:25,,0
89661,12,1,28,245,2017-11-07 03:36:10,,0
56580,18,3032,607,107,2017-11-07 00:21:24,,0
186255,26,1,10,121,2017-11-07 01:52:56,,0
155498,12,1,14,178,2017-11-06 17:03:56,,0
145204,15,1,13,245,2017-11-07 03:46:56,,0
55075,8,1,19,145,2017-11-06 23:57:57,,0
125260,3,1,14,280,2017-11-07 02:17:13,,0
21575,12,1,16,245,2017-11-06 23:44:46,,0
61313,27,1,13,153,2017-11-06 22:43:32,,0
67751,15,1,6,245,2017-11-07 03:22:03,,0
95766,8,1,12,145,2017-11-09 14:26:33,,0
39782,2,2,9,205,2017-11-09 14:38:41,,0
73333,18,1,17,121,2017-11-06 20:59:09,,0
159761,2,2,13,364,2017-11-09 14:45:48,,0
26108,9,1,19,466,2017-11-09 14:02:28,,0
93021,12,1,13,265,2017-11-06 16:13:54,,0
35182,9,1,19,107,2017-11-09 14:24:33,,0
124576,3,1,8,280,2017-11-07 00:34:53,,0
69029,9,1,13,244,2017-11-07 00:41:52,,0
165085,18,1,13,121,2017-11-06 18:33:11,,0
87970,9,1,17,232,2017-11-07 00:09:18,,0
42176,25,1,6,259,2017-11-06 23:22:09,,0
77442,12,1,10,178,2017-11-07 01:13:21,,0
100275,11,1,19,173,2017-11-09 14:01:39,,0
87553,3,1,19,417,2017-11-07 03:20:51,,0
73487,3,1,6,153,2017-11-07 00:18:33,,0
354653,18,1,41,107,2017-11-09 14:58:05,,0
58866,3,1,19,280,2017-11-07 02:05:05,,0
77355,2,1,13,435,2017-11-07 02:23:52,,0
22067,2,1,25,364,2017-11-06 21:10:50,,0
112165,15,1,22,379,2017-11-07 00:30:22,,0
26400,3,1,17,402,2017-11-06 16:41:53,,0
120270,3,1,19,442,2017-11-09 13:53:19,,0
84644,14,1,19,442,2017-11-09 13:39:26,,0
114235,64,1,23,459,2017-11-07 03:33:55,,0
86767,13,1,13,477,2017-11-09 14:18:32,,0
111153,15,1,13,245,2017-11-06 18:25:59,,0
117328,18,1,42,107,2017-11-09 13:35:05,,0
30587,18,1,6,107,2017-11-09 13:52:40,,0
121425,14,1,20,134,2017-11-06 23:25:18,,0
125241,12,1,10,259,2017-11-07 01:55:40,,0
172908,25,1,19,259,2017-11-09 13:57:46,,0
52019,20,2,10,259,2017-11-06 21:24:08,,0
131450,14,1,13,379,2017-11-07 01:42:16,,0
86320,3,1,18,379,2017-11-07 03:20:14,,0
123994,15,1,42,245,2017-11-07 03:38:54,,0
275812,13,1,4,477,2017-11-09 14:02:58,,0
1610,15,1,19,140,2017-11-07 00:17:21,,0
66258,3,1,19,135,2017-11-06 23:24:49,,0
103092,22,1,19,116,2017-11-09 13:11:03,,0
198628,21,1,19,128,2017-11-07 00:29:08,,0
103802,21,1,1,128,2017-11-07 03:45:49,,0
183087,2,1,19,364,2017-11-06 18:41:31,,0
23907,9,1,12,258,2017-11-07 01:19:40,,0
119349,9,2,9,446,2017-11-09 13:07:01,,0
70073,1,1,19,153,2017-11-06 22:56:22,,0
102235,24,1,6,105,2017-11-06 16:42:52,,0
171534,2,1,1,477,2017-11-06 22:50:14,,0
42354,15,1,47,245,2017-11-07 03:56:18,,0
37058,3,1,16,424,2017-11-07 00:56:04,,0
120419,2,1,13,452,2017-11-09 13:39:51,,0
88465,24,2,42,105,2017-11-07 01:41:30,,0
124170,21,1,18,128,2017-11-06 22:11:19,,0
2564,5,1,79,377,2017-11-06 16:39:03,,0
66175,2,1,8,212,2017-11-06 19:04:11,,0
90786,2,1,19,122,2017-11-07 00:49:05,,0
66699,2,1,13,477,2017-11-07 02:08:24,,0
108913,23,1,8,153,2017-11-06 16:23:19,,0
52383,3,1,6,452,2017-11-06 17:24:09,,0
121979,15,1,20,3,2017-11-06 20:25:49,,0
58404,3,1,13,280,2017-11-07 03:14:28,,0
98033,9,1,13,134,2017-11-06 23:13:52,,0
46918,14,1,17,439,2017-11-07 01:13:45,,0
151824,12,1,19,178,2017-11-07 02:00:34,,0
7880,8,1,19,145,2017-11-07 01:53:12,,0
121213,14,1,13,480,2017-11-07 03:39:39,,0
185261,20,2,9,259,2017-11-06 16:16:07,,0
7830,12,1,12,328,2017-11-09 14:59:35,,0
194144,1,1,8,124,2017-11-09 14:11:17,,0
41399,15,1,18,386,2017-11-09 14:13:03,,0
32394,12,1,13,328,2017-11-07 01:38:54,,0
71762,18,1,19,107,2017-11-09 13:29:37,,0
1365,18,1,27,107,2017-11-09 14:52:00,,0
58237,2,1,13,377,2017-11-07 03:21:44,,0
73933,9,1,28,442,2017-11-06 23:47:30,,0
55910,2,1,13,364,2017-11-07 01:38:05,,0
12505,2,2,19,205,2017-11-09 14:42:48,,0
132642,14,1,25,379,2017-11-06 22:41:08,,0
103125,3,1,19,480,2017-11-07 01:23:00,,0
29717,2,1,19,212,2017-11-09 14:31:34,,0
11505,18,1,19,107,2017-11-07 00:55:26,,0
103047,8,1,15,145,2017-11-06 16:42:29,,0
118810,9,1,20,215,2017-11-06 17:11:49,,0
76772,12,1,23,265,2017-11-09 13:30:53,,0
116831,2,2,4,364,2017-11-06 23:00:47,,0
71008,14,1,32,134,2017-11-07 01:43:07,,0
208641,15,1,22,245,2017-11-06 20:45:20,,0
106078,12,1,19,245,2017-11-07 00:36:31,,0
105154,1,2,13,134,2017-11-07 01:14:49,,0
17865,15,1,19,3,2017-11-06 23:29:40,,0
53961,2,1,6,205,2017-11-06 18:38:20,,0
119870,6,1,13,459,2017-11-07 03:29:07,,0
37489,6,1,13,125,2017-11-06 16:35:58,,0
46880,14,1,13,401,2017-11-07 01:26:33,,0
96466,3,1,19,480,2017-11-07 00:25:49,,0
151574,8,1,3,145,2017-11-07 03:31:20,,0
46041,15,1,19,430,2017-11-09 13:27:16,,0
75338,3,1,1,280,2017-11-06 16:29:53,,0
73516,15,1,13,386,2017-11-07 00:57:01,,0
62195,23,1,10,153,2017-11-06 23:31:27,,0
33943,3,1,53,19,2017-11-09 14:39:04,,0
164404,3,1,19,280,2017-11-07 02:13:47,,0
92834,15,1,17,278,2017-11-09 13:05:48,,0
93620,15,1,11,430,2017-11-06 19:01:39,,0
25279,28,1,19,135,2017-11-07 03:52:11,,0
28617,9,1,19,442,2017-11-09 14:09:09,,0
34529,12,1,6,178,2017-11-09 14:47:13,,0
15198,12,1,19,265,2017-11-06 23:03:22,,0
28411,2,1,20,477,2017-11-06 16:36:20,,0
85476,3,1,22,480,2017-11-06 21:27:17,,0
61186,12,1,13,178,2017-11-06 23:47:43,,0
8692,13,1,19,477,2017-11-06 18:17:16,,0
128681,3,1,13,280,2017-11-07 02:01:15,,0
105456,2,1,19,205,2017-11-07 01:53:16,,0
139306,3,1,37,442,2017-11-07 00:25:07,,0
112540,9,1,19,466,2017-11-09 13:05:27,,0
100933,18,2,13,121,2017-11-06 16:04:09,,0
25818,151,0,38,347,2017-11-07 02:18:18,,0
108942,2,1,19,237,2017-11-09 14:38:06,,0
8898,25,1,19,259,2017-11-07 01:01:38,,0
77610,18,1,13,107,2017-11-06 23:02:52,,0
205116,12,1,26,265,2017-11-09 13:25:13,,0
102206,18,1,9,121,2017-11-06 17:41:33,,0
167004,17,1,13,280,2017-11-06 22:27:54,,0
1074,5,1,19,377,2017-11-09 13:58:29,,0
48170,7,1,26,101,2017-11-09 14:15:04,,0
69525,3,1,13,113,2017-11-06 22:20:41,,0
18314,18,1,19,107,2017-11-06 17:55:20,,0
26995,18,1,19,107,2017-11-09 13:27:08,,0
53960,2,1,19,205,2017-11-06 21:46:31,,0
108341,2,1,19,205,2017-11-09 14:43:51,,0
76765,23,1,48,153,2017-11-07 00:06:03,,0
65318,3,1,15,409,2017-11-07 03:37:32,,0
83754,9,1,19,258,2017-11-09 13:18:05,,0
17077,150,1,19,110,2017-11-07 01:53:59,,0
169013,13,1,13,477,2017-11-06 16:23:08,,0
32493,3,1,25,379,2017-11-06 23:00:55,,0
113252,12,1,19,265,2017-11-09 14:33:57,,0
64646,18,1,26,121,2017-11-07 02:18:09,,0
31090,1,1,13,439,2017-11-07 03:16:33,,0
69332,1,1,18,134,2017-11-07 02:06:18,,0
62955,3,1,15,280,2017-11-07 02:22:38,,0
15404,21,1,13,232,2017-11-09 14:29:47,,0
110840,18,3032,607,107,2017-11-07 01:40:01,,0
47112,18,1,8,107,2017-11-07 03:49:34,,0
54095,9,1,12,244,2017-11-09 14:00:20,,0
41301,12,1,19,328,2017-11-06 16:16:52,,0
107740,28,1,30,135,2017-11-07 00:14:48,,0
339448,3,1,97,280,2017-11-09 13:40:45,,0
209890,12,1,13,178,2017-11-06 23:06:16,,0
53454,9,1,19,134,2017-11-06 23:06:40,,0
122228,18,1,22,439,2017-11-07 01:55:35,,0
109486,14,1,3,134,2017-11-06 23:17:05,,0
20295,3,1,19,280,2017-11-09 13:16:20,,0
17105,3,1,22,280,2017-11-07 00:20:39,,0
111641,15,1,25,245,2017-11-07 03:31:25,,0
5147,28,1,9,135,2017-11-09 14:31:59,,0
46739,11,1,28,469,2017-11-07 03:54:27,,0
18922,12,1,18,178,2017-11-06 22:53:03,,0
43837,3,1,13,115,2017-11-07 00:50:59,,0
89946,8,1,18,145,2017-11-06 19:23:55,,0
137509,18,1,25,107,2017-11-07 00:02:11,,0
114564,2,1,14,236,2017-11-07 01:37:36,,0
73777,36,1,17,373,2017-11-07 00:03:25,,0
52024,21,1,19,128,2017-11-06 23:35:23,,0
49558,23,1,19,153,2017-11-06 16:11:23,,0
110985,3,1,19,280,2017-11-06 16:57:08,,0
14751,2,1,70,205,2017-11-09 14:26:51,,0
189652,9,1,28,232,2017-11-06 18:52:50,,0
114923,15,1,13,315,2017-11-07 03:55:27,,0
6516,23,1,19,153,2017-11-09 14:10:40,,0
29436,12,1,13,409,2017-11-07 00:15:05,,0
105323,2,1,10,205,2017-11-09 13:45:25,,0
123531,12,1,13,265,2017-11-07 02:07:11,,0
65659,12,1,19,178,2017-11-07 03:27:33,,0
53454,14,1,19,489,2017-11-07 03:21:41,,0
5322,15,1,25,379,2017-11-07 01:55:25,,0
154166,15,1,19,315,2017-11-06 22:55:07,,0
30614,12,1,9,178,2017-11-06 23:55:22,,0
26057,3,1,37,19,2017-11-06 23:46:44,,0
14461,3,1,10,205,2017-11-06 17:05:14,,0
9851,9,1,22,334,2017-11-07 02:23:10,,0
100608,9,2,18,134,2017-11-06 23:29:55,,0
143425,9,1,19,244,2017-11-07 00:35:10,,0
136973,15,1,13,245,2017-11-06 23:19:05,,0
73232,12,1,19,140,2017-11-07 03:45:11,,0
191502,8,1,12,145,2017-11-06 18:07:26,,0
125895,12,1,13,328,2017-11-06 20:00:03,,0
197093,15,1,20,140,2017-11-06 18:47:29,,0
139710,3,1,17,280,2017-11-07 00:51:55,,0
81419,11,1,13,481,2017-11-07 03:47:41,,0
13634,15,1,22,245,2017-11-07 00:55:45,,0
197093,1,1,17,125,2017-11-06 17:16:40,,0
120361,12,1,17,178,2017-11-07 01:30:16,,0
87302,18,1,13,107,2017-11-07 03:26:36,,0
72050,1,1,47,134,2017-11-09 14:26:59,,0
137234,18,1,18,439,2017-11-07 00:34:40,,0
5314,24,2,49,105,2017-11-07 03:22:53,,0
145934,12,1,1,409,2017-11-06 17:10:00,,0
26037,3,1,15,211,2017-11-09 13:03:12,,0
14849,1,1,19,153,2017-11-06 23:50:16,,0
66532,11,1,15,173,2017-11-07 01:27:02,,0
112296,2,1,19,212,2017-11-07 03:55:52,,0
26580,2,1,13,469,2017-11-06 21:04:03,,0
143501,8,1,19,145,2017-11-06 18:19:47,,0
80046,12,1,19,178,2017-11-06 22:30:04,,0
244390,11,1,19,469,2017-11-09 14:18:55,,0
119863,9,1,19,334,2017-11-06 22:27:40,,0
105475,26,1,17,121,2017-11-06 18:34:29,,0
150862,12,1,41,245,2017-11-07 01:38:59,,0
198302,12,1,13,481,2017-11-06 23:23:17,,0
41611,18,1,19,121,2017-11-06 19:00:17,,0
41181,9,1,19,258,2017-11-06 17:08:39,,0
123788,21,1,13,128,2017-11-07 01:19:37,,0
9855,28,1,19,135,2017-11-09 13:16:30,,0
105569,2,1,15,205,2017-11-06 16:37:08,,0
75885,3,1,17,280,2017-11-07 01:35:26,,0
92108,15,1,13,245,2017-11-07 01:12:16,,0
112984,18,1,6,121,2017-11-06 21:12:45,,0
2671,10,1,17,377,2017-11-07 03:54:26,,0
86767,18,1,35,107,2017-11-07 00:56:58,,0
83310,2,1,19,236,2017-11-09 13:04:51,,0
124006,26,1,8,121,2017-11-06 16:37:08,,0
22429,9,1,6,466,2017-11-09 14:38:16,,0
2211,1,1,19,153,2017-11-07 01:26:13,,0
26411,14,1,17,379,2017-11-09 13:54:42,,0
25327,2,1,13,364,2017-11-06 16:43:53,,0
14022,11,1,19,319,2017-11-06 16:20:54,,0
111668,14,1,13,442,2017-11-09 13:09:09,,0
186150,23,1,9,153,2017-11-07 02:16:03,,0
118147,1,1,3,124,2017-11-09 14:05:27,,0
47983,15,1,19,245,2017-11-06 17:40:31,,0
80106,9,1,18,244,2017-11-09 14:34:00,,0
115663,12,1,41,265,2017-11-06 18:56:36,,0
108881,15,1,19,245,2017-11-06 19:47:55,,0
90433,2,1,41,122,2017-11-07 03:33:31,,0
74276,12,1,6,178,2017-11-07 00:52:20,,0
54931,3,1,13,424,2017-11-07 00:36:06,,0
105292,12,2,9,245,2017-11-06 17:15:50,,0
93325,12,1,22,328,2017-11-09 13:44:17,,0
80466,20,1,13,259,2017-11-07 03:32:25,,0
5074,15,1,25,315,2017-11-09 14:49:56,,0
73306,8,1,41,145,2017-11-06 21:27:47,,0
16506,12,1,19,178,2017-11-06 16:18:48,,0
161559,15,1,19,278,2017-11-06 16:04:29,,0
49602,9,1,13,445,2017-11-09 14:07:38,,0
116743,26,1,10,266,2017-11-06 18:53:12,,0
116248,18,1,13,107,2017-11-07 00:58:13,,0
90509,12,1,19,259,2017-11-07 00:08:12,,0
95432,3,1,17,280,2017-11-07 01:53:14,,0
67754,3,2,19,137,2017-11-09 14:12:46,,0
358025,3,2,25,137,2017-11-09 13:38:05,,0
46366,9,1,13,445,2017-11-09 13:22:33,,0
91885,2,1,18,122,2017-11-06 16:01:59,,0
86835,3,1,25,211,2017-11-09 13:15:32,,0
104720,20,1,19,259,2017-11-06 22:32:18,,0
12971,2,1,1,469,2017-11-07 00:23:37,,0
340881,2,1,2,219,2017-11-09 13:34:05,,0
99906,3,1,13,211,2017-11-09 14:59:59,,0
244545,20,1,17,259,2017-11-09 13:56:37,,0
17329,14,1,3,134,2017-11-06 17:52:03,,0
28501,14,1,19,401,2017-11-06 20:28:19,,0
91584,8,1,10,140,2017-11-06 22:50:00,,0
105603,9,1,19,134,2017-11-06 16:09:04,,0
73516,12,1,12,326,2017-11-09 14:46:58,,0
1289,15,1,19,245,2017-11-07 01:49:02,,0
51983,25,1,22,259,2017-11-07 03:15:38,,0
202673,3,1,20,173,2017-11-06 17:20:52,,0
203859,3,1,19,137,2017-11-06 17:42:16,,0
48251,18,1,26,376,2017-11-09 13:55:26,,0
103131,24,2,13,105,2017-11-06 17:53:54,,0
124156,27,1,36,122,2017-11-07 00:11:32,,0
57363,2,1,20,237,2017-11-07 03:30:01,,0
6360,15,1,19,245,2017-11-06 23:16:34,,0
79332,22,1,22,116,2017-11-07 00:39:35,,0
